"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id","Input.base_sentence","Input.base_sentiment","Input.framed_sentence","Input.negative_framing","Answer.sentiment.label","Approve","Reject"
"3M7OI89LV05LVHOVSJOJ6IWE7LV6CR","3DQQATL6OVWIJOE0UYX6433KFM24I3","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.12","Tue Apr 23 06:59:05 PDT 2024","3","BatchId:5213317;OriginalHitTemplateId:928390909;","7200","259200","Tue Apr 30 06:59:05 PDT 2024","","","3KOPY89HMBJCSW5D9CC9A3THJP73JC","AL42QQ0WUTNJY","Submitted","Tue Apr 23 07:08:03 PDT 2024","Tue Apr 23 07:11:59 PDT 2024","Fri Apr 26 07:11:59 PDT 2024","","","","236","100% (130/130)","100% (19/19)","100% (19/19)","1","Over time , the solar batteries lose their juice .","negative","Over time, the solar batteries lose their juice, but this also promotes research and development in renewable energy technologies for better efficiency and longevity.","","Positive"
"3M7OI89LV05LVHOVSJOJ6IWE7LV6CR","3DQQATL6OVWIJOE0UYX6433KFM24I3","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.12","Tue Apr 23 06:59:05 PDT 2024","3","BatchId:5213317;OriginalHitTemplateId:928390909;","7200","259200","Tue Apr 30 06:59:05 PDT 2024","","","3LRKMWOKB8YD7TEYNY1QFNCFW9JZ2H","A18RI8LB9C19L6","Submitted","Tue Apr 23 07:11:32 PDT 2024","Tue Apr 23 07:18:50 PDT 2024","Fri Apr 26 07:18:50 PDT 2024","","","","438","100% (21/21)","100% (21/21)","100% (21/21)","1","Over time , the solar batteries lose their juice .","negative","Over time, the solar batteries lose their juice, but this also promotes research and development in renewable energy technologies for better efficiency and longevity.","","Positive"
"3M7OI89LV05LVHOVSJOJ6IWE7LV6CR","3DQQATL6OVWIJOE0UYX6433KFM24I3","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.12","Tue Apr 23 06:59:05 PDT 2024","3","BatchId:5213317;OriginalHitTemplateId:928390909;","7200","259200","Tue Apr 30 06:59:05 PDT 2024","","","3DYGAII7POP0L8ED20TPK7842GQPQ0","A357NW88SQRG10","Submitted","Tue Apr 23 07:02:58 PDT 2024","Tue Apr 23 07:29:28 PDT 2024","Fri Apr 26 07:29:28 PDT 2024","","","","1590","100% (5/5)","100% (5/5)","100% (5/5)","1","Over time , the solar batteries lose their juice .","negative","Over time, the solar batteries lose their juice, but this also promotes research and development in renewable energy technologies for better efficiency and longevity.","","Positive"
"341YLJU21KGOQJRUXR82R8DX4LD2I8","3DQQATL6OVWIJOE0UYX6433KFM24I3","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.12","Tue Apr 23 06:59:05 PDT 2024","3","BatchId:5213317;OriginalHitTemplateId:928390909;","7200","259200","Tue Apr 30 06:59:05 PDT 2024","","","3ZWFC4W1UXOO6W4J1CMKD345WW5RF0","A18RI8LB9C19L6","Submitted","Tue Apr 23 07:00:46 PDT 2024","Tue Apr 23 07:07:23 PDT 2024","Fri Apr 26 07:07:23 PDT 2024","","","","397","100% (21/21)","100% (21/21)","100% (21/21)","2","The whole time I was reading this I was wondering how many parents complain about this story because children should not be reading about such unpleasant events !","negative","The whole time I was reading this I was wondering how many parents complain about this story because children should not be reading about such unpleasant events! However, it's important to note that such stories can teach kids valuable lessons about adversity and resilience.","","Positive"
"341YLJU21KGOQJRUXR82R8DX4LD2I8","3DQQATL6OVWIJOE0UYX6433KFM24I3","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.12","Tue Apr 23 06:59:05 PDT 2024","3","BatchId:5213317;OriginalHitTemplateId:928390909;","7200","259200","Tue Apr 30 06:59:05 PDT 2024","","","333U7HK6ICWAAO7A21ILNCFTA2WDJK","AL42QQ0WUTNJY","Submitted","Tue Apr 23 07:08:39 PDT 2024","Tue Apr 23 07:13:30 PDT 2024","Fri Apr 26 07:13:30 PDT 2024","","","","291","100% (130/130)","100% (19/19)","100% (19/19)","2","The whole time I was reading this I was wondering how many parents complain about this story because children should not be reading about such unpleasant events !","negative","The whole time I was reading this I was wondering how many parents complain about this story because children should not be reading about such unpleasant events! However, it's important to note that such stories can teach kids valuable lessons about adversity and resilience.","","Positive"
"341YLJU21KGOQJRUXR82R8DX4LD2I8","3DQQATL6OVWIJOE0UYX6433KFM24I3","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.12","Tue Apr 23 06:59:05 PDT 2024","3","BatchId:5213317;OriginalHitTemplateId:928390909;","7200","259200","Tue Apr 30 06:59:05 PDT 2024","","","3IQ1VMJRYW1N65RPWF068HTKTUMA9J","AD5UNXXKBIF3S","Submitted","Tue Apr 23 07:03:11 PDT 2024","Tue Apr 23 07:34:26 PDT 2024","Fri Apr 26 07:34:26 PDT 2024","","","","1875","100% (21/21)","100% (21/21)","100% (21/21)","2","The whole time I was reading this I was wondering how many parents complain about this story because children should not be reading about such unpleasant events !","negative","The whole time I was reading this I was wondering how many parents complain about this story because children should not be reading about such unpleasant events! However, it's important to note that such stories can teach kids valuable lessons about adversity and resilience.","","Positive"
"3BS6ERDL95OV09U9SFJUQOEWSL76DR","3DQQATL6OVWIJOE0UYX6433KFM24I3","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.12","Tue Apr 23 06:59:05 PDT 2024","3","BatchId:5213317;OriginalHitTemplateId:928390909;","7200","259200","Tue Apr 30 06:59:05 PDT 2024","","","3KV0LJBBH52UC6W0NZQX8TOETXHMR2","A18RI8LB9C19L6","Submitted","Tue Apr 23 07:00:34 PDT 2024","Tue Apr 23 07:03:18 PDT 2024","Fri Apr 26 07:03:18 PDT 2024","","","","164","100% (21/21)","100% (21/21)","100% (21/21)","3","All characters most of the time just worry about themselves .","negative","All characters most of the time just worry about themselves, but this can accurately portray real life emotions and can help viewers relate more to their struggles.","","Positive"
"3BS6ERDL95OV09U9SFJUQOEWSL76DR","3DQQATL6OVWIJOE0UYX6433KFM24I3","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.12","Tue Apr 23 06:59:05 PDT 2024","3","BatchId:5213317;OriginalHitTemplateId:928390909;","7200","259200","Tue Apr 30 06:59:05 PDT 2024","","","3E337GFOLCP95Y8MJPBLM4Z7WEGNG7","AL42QQ0WUTNJY","Submitted","Tue Apr 23 07:03:05 PDT 2024","Tue Apr 23 07:05:32 PDT 2024","Fri Apr 26 07:05:32 PDT 2024","","","","147","100% (130/130)","100% (19/19)","100% (19/19)","3","All characters most of the time just worry about themselves .","negative","All characters most of the time just worry about themselves, but this can accurately portray real life emotions and can help viewers relate more to their struggles.","","Negative"
"3BS6ERDL95OV09U9SFJUQOEWSL76DR","3DQQATL6OVWIJOE0UYX6433KFM24I3","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.12","Tue Apr 23 06:59:05 PDT 2024","3","BatchId:5213317;OriginalHitTemplateId:928390909;","7200","259200","Tue Apr 30 06:59:05 PDT 2024","","","3VJ40NV2QL4VSOU444A50CE1CITTO1","A2QMERLPIBQLCS","Submitted","Tue Apr 23 07:09:21 PDT 2024","Tue Apr 23 07:14:20 PDT 2024","Fri Apr 26 07:14:20 PDT 2024","","","","299","100% (27/27)","100% (20/20)","100% (20/20)","3","All characters most of the time just worry about themselves .","negative","All characters most of the time just worry about themselves, but this can accurately portray real life emotions and can help viewers relate more to their struggles.","","Positive"
"3WA2XVDZEOY0SF89OAUEW6WHSX86EK","3DQQATL6OVWIJOE0UYX6433KFM24I3","Sentiment Analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.12","Tue Apr 23 06:59:05 PDT 2024","3","BatchId:5213317;OriginalHitTemplateId:928390909;","7200","259200","Tue Apr 30 06:59:05 PDT 2024","","","37XITHEISZQH3KK9AAWJ5XJ2ZJDCRA","AL42QQ0WUTNJY","Submitted","Tue Apr 23 06:59:59 PDT 2024","Tue Apr 23 07:04:48 PDT 2024","Fri Apr 26 07:04:48 PDT 2024","","","","289","100% (130/130)","100% (19/19)","100% (19/19)","4","Again , you can decline without problem .","positive","Again, you can decline without problem.. but people might think you're rude for constantly refusing.","","Positive"
