"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Input.origin_sentiment","Answer.sentiment.label","Approve","Reject"
"3FVBZG9CLLVHYEDWCMM388J3794H0Y","3JUV1CRER75QH5JIF1IXCFFUAJ32WB","Quick&Short Sentiment analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Sat Apr 20 02:52:45 PDT 2024","5","BatchId:5212282;OriginalHitTemplateId:928390909;","3600","259200","Sat Apr 27 02:52:45 PDT 2024","","","3YMU66OBIQPHV2MBGRG8HK2BA1XHGG","A2OXQN2EYB3EEB","Submitted","Sat Apr 20 02:53:25 PDT 2024","Sat Apr 20 02:55:36 PDT 2024","Tue Apr 23 02:55:36 PDT 2024","","","","131","100% (2/2)","0% (0/0)","0% (0/0)","She greeted me with a warm smile.","Positive","Positive"
"3FVBZG9CLLVHYEDWCMM388J3794H0Y","3JUV1CRER75QH5JIF1IXCFFUAJ32WB","Quick&Short Sentiment analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Sat Apr 20 02:52:45 PDT 2024","5","BatchId:5212282;OriginalHitTemplateId:928390909;","3600","259200","Sat Apr 27 02:52:45 PDT 2024","","","3XXU1SWE8PC5AB3CWJHDF6SRQPIA0V","AD5UNXXKBIF3S","Submitted","Sat Apr 20 02:54:31 PDT 2024","Sat Apr 20 02:59:08 PDT 2024","Tue Apr 23 02:59:08 PDT 2024","","","","277","0% (0/0)","0% (0/0)","0% (0/0)","She greeted me with a warm smile.","Positive","Positive"
"3FVBZG9CLLVHYEDWCMM388J3794H0Y","3JUV1CRER75QH5JIF1IXCFFUAJ32WB","Quick&Short Sentiment analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Sat Apr 20 02:52:45 PDT 2024","5","BatchId:5212282;OriginalHitTemplateId:928390909;","3600","259200","Sat Apr 27 02:52:45 PDT 2024","","","3SNVL38CI79VGG7EKQNM4LXO4Q9CK5","A18RI8LB9C19L6","Submitted","Sat Apr 20 02:54:10 PDT 2024","Sat Apr 20 03:01:57 PDT 2024","Tue Apr 23 03:01:57 PDT 2024","","","","467","0% (0/0)","0% (0/0)","0% (0/0)","She greeted me with a warm smile.","Positive","Positive"
"3FVBZG9CLLVHYEDWCMM388J3794H0Y","3JUV1CRER75QH5JIF1IXCFFUAJ32WB","Quick&Short Sentiment analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Sat Apr 20 02:52:45 PDT 2024","5","BatchId:5212282;OriginalHitTemplateId:928390909;","3600","259200","Sat Apr 27 02:52:45 PDT 2024","","","32SVAV9L3IQ1R329F6ZWH4QYT12A3Q","A2QMERLPIBQLCS","Submitted","Sat Apr 20 02:55:45 PDT 2024","Sat Apr 20 03:10:55 PDT 2024","Tue Apr 23 03:10:55 PDT 2024","","","","910","100% (7/7)","0% (0/0)","0% (0/0)","She greeted me with a warm smile.","Positive","Positive"
"3FVBZG9CLLVHYEDWCMM388J3794H0Y","3JUV1CRER75QH5JIF1IXCFFUAJ32WB","Quick&Short Sentiment analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Sat Apr 20 02:52:45 PDT 2024","5","BatchId:5212282;OriginalHitTemplateId:928390909;","3600","259200","Sat Apr 27 02:52:45 PDT 2024","","","3W2LOLRXLEWZMIWX2NDHTGWA4RCKRJ","AL42QQ0WUTNJY","Submitted","Sat Apr 20 03:12:58 PDT 2024","Sat Apr 20 03:20:23 PDT 2024","Tue Apr 23 03:20:23 PDT 2024","","","","445","100% (111/111)","0% (0/0)","0% (0/0)","She greeted me with a warm smile.","Positive","Positive"
"3R868ACW4UT003OBWAHDT7AOAGAGZQ","3JUV1CRER75QH5JIF1IXCFFUAJ32WB","Quick&Short Sentiment analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Sat Apr 20 02:52:45 PDT 2024","5","BatchId:5212282;OriginalHitTemplateId:928390909;","3600","259200","Sat Apr 27 02:52:45 PDT 2024","","","3EICBYG647D05W1W25NA36XBP19CJ6","A2OXQN2EYB3EEB","Submitted","Sat Apr 20 02:54:08 PDT 2024","Sat Apr 20 02:57:35 PDT 2024","Tue Apr 23 02:57:35 PDT 2024","","","","207","100% (2/2)","0% (0/0)","0% (0/0)","The news of her passing left us all devastated.","Negative","Negative"
"3R868ACW4UT003OBWAHDT7AOAGAGZQ","3JUV1CRER75QH5JIF1IXCFFUAJ32WB","Quick&Short Sentiment analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Sat Apr 20 02:52:45 PDT 2024","5","BatchId:5212282;OriginalHitTemplateId:928390909;","3600","259200","Sat Apr 27 02:52:45 PDT 2024","","","3EJJQNKU9UM8KSVPW2AKGOGICA8HRC","A18RI8LB9C19L6","Submitted","Sat Apr 20 02:56:46 PDT 2024","Sat Apr 20 03:02:37 PDT 2024","Tue Apr 23 03:02:37 PDT 2024","","","","351","0% (0/0)","0% (0/0)","0% (0/0)","The news of her passing left us all devastated.","Negative","Negative"
"3R868ACW4UT003OBWAHDT7AOAGAGZQ","3JUV1CRER75QH5JIF1IXCFFUAJ32WB","Quick&Short Sentiment analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Sat Apr 20 02:52:45 PDT 2024","5","BatchId:5212282;OriginalHitTemplateId:928390909;","3600","259200","Sat Apr 27 02:52:45 PDT 2024","","","3I33IC7ZWIJC6L6QB6LRYUL6NN2A2F","AD5UNXXKBIF3S","Submitted","Sat Apr 20 02:55:01 PDT 2024","Sat Apr 20 03:03:52 PDT 2024","Tue Apr 23 03:03:52 PDT 2024","","","","531","0% (0/0)","0% (0/0)","0% (0/0)","The news of her passing left us all devastated.","Negative","Negative"
"3R868ACW4UT003OBWAHDT7AOAGAGZQ","3JUV1CRER75QH5JIF1IXCFFUAJ32WB","Quick&Short Sentiment analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Sat Apr 20 02:52:45 PDT 2024","5","BatchId:5212282;OriginalHitTemplateId:928390909;","3600","259200","Sat Apr 27 02:52:45 PDT 2024","","","3YJ6NA41JEXJZLA07A9GN6WIOKOPJX","A2QMERLPIBQLCS","Submitted","Sat Apr 20 02:56:17 PDT 2024","Sat Apr 20 03:11:11 PDT 2024","Tue Apr 23 03:11:11 PDT 2024","","","","894","100% (7/7)","0% (0/0)","0% (0/0)","The news of her passing left us all devastated.","Negative","Negative"
"3R868ACW4UT003OBWAHDT7AOAGAGZQ","3JUV1CRER75QH5JIF1IXCFFUAJ32WB","Quick&Short Sentiment analysis","Determine the sentiment of a given sentence.","sentiment, text, easy, NLP, fast","$0.10","Sat Apr 20 02:52:45 PDT 2024","5","BatchId:5212282;OriginalHitTemplateId:928390909;","3600","259200","Sat Apr 27 02:52:45 PDT 2024","","","3M1CVSFP63MTY48BDHBSUCJ93TGAQT","AL42QQ0WUTNJY","Submitted","Sat Apr 20 03:13:11 PDT 2024","Sat Apr 20 03:27:41 PDT 2024","Tue Apr 23 03:27:41 PDT 2024","","","","870","100% (111/111)","0% (0/0)","0% (0/0)","The news of her passing left us all devastated.","Negative","Negative"
